FirstIndex	LastIndex	PatternSize	CopyNumber	Score
26365780	26366105	65	5,069445	338
26365813	26366105	63	4,555555	362
26372791	26372957	65	2,611940	189
26373200	26373229	10	3,000000	60
26377572	26377608	17	2,176471	74
26379036	26379090	12	4,437500	60
26379036	26379092	27	2,214286	84
26379036	26379092	26	2,222222	89
26379042	26379092	14	3,625000	59
26383704	26384407	87	8,000000	906
26384169	26384361	95	2,031250	377
26388355	26388389	18	2,055556	56
26391131	26391167	19	2,000000	58
26391452	26391482	5	6,200000	62
26392167	26392323	80	1,987500	264
26392196	26392317	38	3,133333	90
26400019	26400137	56	2,196429	156
26402606	26402653	19	2,550000	53
26403972	26404037	6	11,571428	61
26403976	26404076	16	6,000000	67
26403976	26404037	17	3,611111	90
26404089	26404171	39	2,225000	93
26405205	26405354	47	3,312500	134
26408559	26408736	66	2,720588	191
26422363	26422437	3	25,000000	150
26422927	26423303	188	2,010638	702
26424945	26424978	13	2,615385	68
26425098	26425143	2	23,000000	92
26429368	26429429	32	2,031250	76
26429679	26429933	34	7,459459	208
26429679	26429917	35	6,942857	207
26429983	26430036	24	2,250000	81
26430030	26430220	95	2,000000	373
26434147	26434391	35	7,000000	339
26434330	26434407	35	2,228571	84
26434331	26434479	74	2,054054	187
26434526	26434579	24	2,250000	72
26436274	26436302	2	14,500000	58
26436284	26436730	163	2,748466	878
26440830	26440957	6	21,333334	148
26440830	26440957	18	7,277778	136
26440836	26440954	12	9,916667	157
26440842	26440954	9	12,555555	163
26450060	26450130	31	2,354839	92
26450244	26450282	21	1,952381	64
26451660	26451757	38	2,650000	132
26451682	26451758	39	1,974359	145
26451893	26451942	22	2,409091	70
26452424	26452450	2	13,500000	54
26454864	26454937	19	3,894737	85
26455241	26455381	19	7,473684	95
26455811	26456408	301	1,986711	1097
26458339	26458480	69	2,086957	198
26458737	26458831	48	1,979167	163
26458839	26458889	22	2,318182	66
26458847	26458889	11	3,909091	50
26458931	26459091	40	4,025000	268
26461215	26461424	40	5,268293	271
26461215	26461424	80	2,641975	271
26462971	26463088	19	6,263158	112
26465775	26465823	20	2,550000	57
26466317	26466361	24	1,916667	56
26473137	26473207	25	2,840000	124
26473399	26473460	11	5,785714	51
26473400	26473453	22	2,521739	67
26473632	26473672	21	1,952381	82
26473739	26473763	13	1,923077	50
26481544	26481570	4	6,750000	54
26483546	26483609	31	2,064516	92
26487039	26487095	30	2,000000	84
26487059	26487103	22	2,045455	54
26488693	26488733	16	2,562500	55
26488937	26489033	51	1,941176	162
26490381	26490453	12	5,611111	51
26498468	26498514	19	2,450000	67
26498473	26498508	14	2,533333	54
26498478	26498508	3	10,666667	55
26499076	26499118	23	2,000000	65
26501092	26501300	87	2,402299	346
26503903	26504138	120	1,975000	429
26505962	26506009	12	3,857143	51
26510441	26510678	65	3,731343	263
26511351	26511460	35	3,138889	132
26511485	26511539	16	3,300000	51
26513760	26513879	62	1,951613	143
26517491	26517515	12	2,083333	50
26529075	26529148	28	2,655172	123
26535407	26535480	25	2,928571	62
26535591	26535685	33	2,878788	136
26537833	26537904	16	4,350000	65
26537909	26538040	13	10,538462	121
26537909	26538041	26	5,346154	188
26537913	26538003	12	7,333333	85
26542927	26542990	25	2,560000	110
26543308	26543363	18	3,050000	69
26543313	26543356	18	2,473684	63
26543470	26543520	21	2,428571	84
26544298	26544362	33	2,000000	87
26544861	26544916	9	6,444445	53
26544890	26545021	55	2,436364	187
26544940	26544983	17	2,555556	52
26545924	26546056	69	1,956522	162
26556584	26556647	17	3,600000	74
26556595	26556642	6	8,000000	55
26556614	26556641	13	2,153846	56
26556721	26556921	89	2,329670	218
26556853	26556956	34	3,028571	127
26559428	26559516	26	3,423077	115
26559428	26559527	26	3,846154	110
26559600	26559848	26	9,666667	207
26559600	26559848	52	4,830189	234
26559617	26559852	103	2,304762	278
26559618	26559848	129	1,806202	304
26564996	26565077	20	3,925926	62
26565110	26565271	60	2,698413	202
26565115	26565282	29	5,500000	130
26565115	26565274	30	5,342857	127
26571909	26571943	9	3,900000	54
26572215	26572308	46	2,043478	116
26573723	26573773	19	2,700000	68
26573733	26573783	20	2,650000	70
26573733	26573773	10	4,181818	59
26577927	26578096	65	2,615385	241
26577927	26578116	64	2,926471	229
26578513	26578597	37	2,315789	136
26580132	26580190	24	2,458333	100
26580252	26580367	61	1,934426	155
26580282	26580432	62	2,500000	193
26580507	26580534	14	2,000000	56
26580759	26580802	21	2,095238	88
26587587	26587625	19	2,052632	60
26589817	26589848	15	2,133333	55
26591414	26591451	19	2,052632	51
26593976	26594014	14	2,687500	51
26593993	26594236	135	1,874074	308
26594011	26594119	53	2,056604	182
26594844	26594877	18	1,944444	52
26600749	26600792	22	2,000000	70
26608327	26608373	16	3,000000	60
26608975	26609035	32	1,906250	104
26615747	26615830	3	28,000000	168
26618669	26618901	80	2,883721	238
26618670	26618921	27	9,300000	195
26618988	26619049	19	3,263158	79
26619003	26619051	19	2,578947	80
26621362	26621403	9	4,600000	50
26631460	26631709	28	8,931034	389
26632416	26632607	95	2,020833	375
26634268	26634293	13	2,000000	52
26634610	26634736	59	2,283333	144
26634611	26634715	27	3,812500	81
26634638	26634734	28	3,448276	115
26634909	26634950	22	1,909091	84
26639165	26639237	36	2,027778	137
26647805	26647869	29	2,241379	94
26662247	26662339	3	30,250000	150
26662637	26662683	21	2,333333	62
26665549	26665616	35	1,942857	127
26667715	26667809	50	1,900000	190
26667720	26667801	26	3,230769	87
26667736	26667815	26	3,172414	62
26678661	26678715	23	2,541667	64
26683907	26683943	15	2,466667	65
26689975	26690002	3	9,333333	56
26691257	26691355	18	5,473684	90
26691258	26691353	36	2,641026	131
26692086	26692127	19	2,210526	84
26695353	26695385	2	16,500000	57
26695610	26695742	46	2,913043	187
26701843	26701916	26	2,857143	89
26701847	26701916	6	11,000000	77
26701857	26701912	7	8,428572	55
26702331	26702399	20	3,347826	79
26702333	26702380	20	2,428571	71
26705008	26705143	46	2,978261	184
26708379	26708430	26	2,038461	97
26711026	26711084	29	2,034483	118
26711026	26711095	29	2,482759	108
26711028	26711077	15	3,437500	50
26714976	26715038	31	2,032258	117
26716391	26716425	18	2,000000	54
26717037	26717149	5	22,600000	217
26717893	26717917	13	1,923077	50
26718963	26718993	7	4,571429	55
26719349	26719405	13	4,692307	59
26719471	26719520	24	2,125000	66
26732039	26732615	62	9,451612	911
26736279	26736497	109	2,018349	368
26739777	26740331	278	1,996403	984
26740861	26740897	19	2,000000	58
26743383	26743471	28	3,266667	80
26743383	26743491	53	2,056604	209
26743488	26743531	14	3,000000	52
26743488	26743536	20	2,450000	53
26746493	26746930	72	5,951807	438
26751570	26751596	13	2,076923	54
26752155	26752179	2	12,500000	50
26752736	26752861	36	3,512820	150
26752736	26752904	73	2,346667	236
26753829	26754255	34	12,461538	296
26753829	26754286	137	3,335714	688
26754006	26754251	105	2,405660	272
26761368	26761394	14	1,928571	54
26761456	26761781	165	1,993939	496
26766701	26766771	37	1,918919	124
26771646	26771694	24	2,083333	82
26771911	26771950	21	2,000000	57
26774101	26774138	15	2,533333	67
26774133	26774198	21	3,142857	96
26775328	26775381	27	2,000000	81
26782203	26782376	95	1,852632	235
26784047	26784106	24	2,500000	66
26791988	26792046	15	4,000000	59
26791989	26792051	32	2,093750	80
26795082	26795121	15	2,733333	64
26796777	26796839	31	2,032258	108
26798159	26798187	3	9,666667	58
26798294	26798488	3	64,750000	255
26803383	26803470	3	29,333334	176
26803469	26803568	3	33,333332	173
26805130	26805222	42	2,302325	122
26805144	26805221	40	2,000000	124
26806557	26806582	2	13,000000	52
26809947	26809984	18	2,277778	55
26810567	26810626	29	2,068965	120
26810927	26810982	17	3,200000	53
26811110	26811206	35	2,777778	133
26813204	26813247	23	2,000000	56
26813227	26813272	24	1,958333	58
26816043	26816129	42	2,071429	174
26816228	26816801	297	1,952862	899
26827762	26827898	42	3,244444	136
26830930	26830972	11	3,916667	61
26830931	26830977	22	2,136364	85
26831246	26831399	40	3,829268	236
26831437	26831562	50	2,557692	150
26831775	26831918	3	48,000000	288
26839166	26839731	70	8,087500	437
26839229	26839544	46	6,775510	508
26839234	26839544	94	3,329787	545
26839234	26839747	93	5,490385	476
26839573	26839660	46	1,913043	167
26839619	26839762	70	2,057143	261
26839804	26840201	147	2,709460	564
26840483	26840581	45	2,200000	189
26840487	26840558	22	3,200000	58
26840498	26840570	24	3,230769	75
26840499	26840583	23	3,800000	70
26840511	26840584	24	3,240000	84
26840511	26840585	25	3,200000	79
26840928	26841024	3	32,666668	151
26846146	26846180	12	2,916667	52
26846158	26846188	16	1,937500	53
26851754	26851791	12	3,250000	60
26851754	26851791	6	6,500000	51
26853419	26853565	3	49,333332	269
26879496	26879582	3	28,750000	165
26879929	26879971	17	2,500000	59
26880025	26880104	36	2,333333	87
26880931	26881149	72	2,904762	197
26880961	26881126	83	2,000000	260
26882509	26882537	15	2,000000	51
26882573	26882668	27	3,294118	93
26882583	26882620	15	2,600000	51
26882597	26882668	9	7,461538	54
26885438	26885616	48	3,698113	204
26885682	26885957	40	6,632653	311
26885682	26885961	82	3,379310	368
26885749	26885815	23	3,173913	56
26885888	26886024	70	2,014286	228
26885930	26885989	28	2,178571	104
26885957	26886118	40	4,146341	251
26887201	26887231	15	2,066667	62
26889209	26889280	36	2,000000	135
26891241	26891334	43	2,232558	102
26891708	26891809	56	1,839286	152
26894304	26894360	3	19,000000	114
26894415	26894460	23	2,000000	92
26894435	26894529	38	2,512820	147
26894444	26894504	19	3,190476	54
26895233	26895293	3	20,333334	122
26896065	26896249	59	3,131148	212
26901950	26902148	27	7,310345	231
26901962	26902148	81	2,308642	275
26902327	26902389	13	4,846154	63
26931172	26931291	63	1,920635	197
26931174	26931272	20	4,826087	101
26931307	26931351	22	2,136364	67
26932909	26933755	423	2,007092	1527
26935241	26935266	12	2,166667	52
26936021	26936087	29	2,310345	98
26936560	26936639	3	26,666666	160
26937490	26937555	26	2,518518	62
26938511	26938663	61	2,578125	192
26938556	26938660	29	3,562500	104
26938578	26938670	28	3,121212	78
26938924	26938966	19	2,263158	77
26941178	26941241	6	10,666667	101
26945152	26945245	21	4,400000	98
26945152	26945204	25	2,120000	106
26952814	26952850	12	3,083333	65
26953388	26953454	33	2,030303	125
26955007	26955047	22	2,000000	61
26972023	26972064	18	2,444444	52
26974428	26974487	27	2,222222	75
26981266	26981465	27	7,322581	199
26981287	26981465	83	2,192771	229
26981647	26981706	13	4,615385	57
26999843	27000148	141	2,232394	360
26999856	27000148	35	8,538462	264
26999856	27000115	69	3,783784	230
26999891	27000148	102	2,529412	399
27001784	27001808	6	4,166667	50
27005241	27005313	15	4,882353	60
27005245	27005306	30	2,133333	101
27005247	27005304	19	3,095238	50
27006095	27006306	73	2,868421	298
27006784	27007126	92	3,726316	494
27007215	27007258	21	2,142857	72
27007285	27007330	22	2,181818	69
27008330	27008369	15	2,666667	62
27008331	27008364	12	2,833333	59
27008812	27009048	108	2,201835	359
27008814	27009001	54	3,472727	243
27008818	27009012	27	7,214286	140
27009635	27009734	40	2,500000	146
27013963	27014206	48	5,100000	368
27013963	27014206	95	2,567010	382
27013980	27014060	21	3,615385	81
27014424	27014577	47	3,211539	159
27015991	27016036	21	2,190476	92
27017960	27017992	18	1,944444	52
27021721	27021773	17	2,950000	52
27022048	27022079	3	10,666667	64
27022139	27022314	41	4,292683	172
27023559	27023612	27	2,037037	83
27023560	27023605	13	3,538461	65
27023648	27023689	18	2,333333	66
27023889	27023931	22	2,045455	63
27026674	27026739	36	1,916667	93
27026827	27026878	19	2,894737	56
27029299	27029345	23	2,130435	71
27033195	27033276	38	2,184211	112
27033698	27033736	17	2,333333	53
27033724	27033852	35	3,386364	96
27033967	27034080	39	2,880952	131
27034406	27034435	14	2,142857	51
27036678	27036713	13	2,769231	63
27037463	27037574	49	2,326531	138
27037561	27037620	28	2,214286	97
27037834	27037886	9	5,571429	52
27037845	27037894	23	2,173913	100
27040258	27040393	48	2,833333	200
27040275	27040353	26	3,185185	78
27046724	27046804	25	3,192308	81
27046942	27047062	49	2,520000	140
27047028	27047132	52	2,057692	124
27047168	27047326	31	4,972222	122
27047501	27047558	25	2,320000	89
27052072	27052104	2	16,500000	66
27052364	27052431	25	2,769231	86
27052390	27052431	12	3,384615	75
27052484	27052585	25	3,875000	75
27052576	27052623	13	3,785714	55
27055065	27055103	20	1,950000	60
27056008	27056049	20	2,150000	77
27056011	27056048	5	7,800000	60
27057122	27057188	31	2,258065	86
27061492	27061522	7	4,571429	55
27062663	27062836	27	6,444445	186
27062663	27062836	81	2,148148	222
27067296	27067399	48	2,187500	120
27070406	27070509	43	2,477273	106
27070435	27070527	42	2,214286	132
27071400	27071527	48	2,673469	150
27071420	27071500	26	3,269231	62
27075443	27075580	26	5,333333	152
27075671	27075769	52	1,903846	153
27075671	27075777	26	4,107143	137
27075696	27075777	13	6,307693	83
27076647	27076693	18	2,631579	51
27076678	27076704	10	2,700000	54
27079207	27079264	27	2,148148	116
27084720	27084791	32	2,250000	99
27087185	27087480	35	8,742857	306
27087256	27087567	131	2,462121	367
27087360	27087410	26	1,961538	93
27087463	27087532	26	2,692308	131
27087621	27087736	30	3,903226	164
27092895	27092925	14	2,285714	55
27094193	27094228	16	2,250000	54
27103562	27103630	36	2,000000	90
27106797	27106832	1	36,000000	72
27108168	27108227	18	3,333333	75
27109887	27109920	14	2,428571	50
27110197	27110236	19	2,157895	55
27110224	27110326	27	3,814815	134
27111404	27111704	156	1,929487	557
27114396	27114647	126	2,000000	333
27127840	27127874	17	2,058824	52
27128545	27128584	18	2,277778	55
27135162	27135242	31	2,612903	135
27141490	27141520	6	5,000000	53
27141543	27141720	60	2,983871	218
27141548	27141715	92	1,869565	218
27141548	27141687	30	4,666667	181
27143773	27143858	31	2,774194	118
27152802	27152844	23	1,956522	63
27152983	27153035	28	1,928571	90
27156755	27157621	296	2,918033	1204
27157481	27157762	141	2,000000	510
27167716	27167781	28	2,392857	80
27172768	27173064	159	1,893082	521
27173036	27173545	260	1,965385	905
27182723	27183068	172	2,011628	692
27185494	27185562	19	3,800000	65
27185623	27185712	19	4,681818	105
27187223	27187249	10	2,700000	54
27187562	27187630	30	2,366667	97
27189664	27189814	53	2,854545	198
27189778	27189802	12	2,083333	50
27189893	27190022	54	2,444444	156
27189895	27189995	54	1,907407	161
27195491	27195620	55	2,436364	151
27199074	27200557	100	14,844037	1603
27199074	27203619	200	22,366863	3081
27200906	27201355	202	2,259804	545
27200906	27201360	100	4,547170	494
27201182	27201632	253	1,822134	589
27201420	27203619	100	22,156521	2078
27219762	27219833	3	24,000000	144
27219861	27220197	99	3,352381	372
27221133	27221173	21	1,952381	82
27229914	27230032	52	2,283019	121
27230483	27230515	12	2,750000	57
27230886	27231269	100	3,825688	372
27230929	27231311	208	1,918269	438
27231035	27231546	282	1,851064	630
27231509	27231673	91	1,835165	217
27231582	27233011	99	14,245763	1169
27231582	27232922	298	4,460366	1176
27232794	27232856	34	1,970588	80
27233040	27233535	99	4,951923	589
27233040	27233525	202	2,426471	595
27233387	27233708	176	1,863636	431
27233560	27236219	200	13,226191	2505
27233560	27234943	100	13,946902	1445
27234806	27235074	134	2,052239	361
27234935	27236234	100	13,129630	1292
27236247	27237207	101	9,633928	905
27236247	27237207	199	4,827907	921
27236262	27237207	298	3,161905	1031
27237219	27238382	100	11,651786	1042
27238256	27238486	126	1,880952	348
27238357	27238405	23	2,130435	62
27243141	27248978	300	19,496202	5444
27243141	27244161	100	10,242990	1196
27244204	27244232	15	1,933333	58
27244241	27248978	199	23,522491	4379
27244248	27248978	100	46,944134	4491
27246367	27246640	140	2,000000	353
27246469	27246541	37	1,972973	119
27246668	27246693	11	2,363636	52
27250531	27250713	72	2,560000	192
27251510	27251714	110	1,918182	305
27252201	27252238	2	19,000000	76
27252555	27252611	30	1,966667	82
27252633	27253516	99	8,914286	1218
27253545	27253740	102	1,970588	258
27253595	27253884	152	1,914474	402
27253690	27253792	51	2,000000	197
27253697	27253785	31	3,193548	81
27253742	27256386	198	13,163346	2377
27253742	27256392	99	26,513514	2301
27254457	27256385	99	19,414635	1811
27254457	27256386	298	6,484756	1846
27256536	27256786	101	2,514852	292
27256811	27257805	100	9,939131	913
27256811	27257805	200	4,968037	928
27257633	27257972	172	2,023256	426
27257801	27259052	100	12,634783	1165
27257801	27259052	200	6,311927	1167
27258497	27258689	93	2,129032	252
27260277	27260426	74	2,027027	246
27260706	27260755	24	2,083333	91
27260929	27261055	63	2,047619	186
27261065	27261106	22	2,000000	61
27262880	27262920	21	1,952381	82
27265882	27266697	100	8,016529	874
27266094	27266121	14	2,000000	56
27266108	27273165	200	35,643940	6726
27266108	27273165	300	23,753281	6682
27266619	27266773	82	1,902439	222
27266700	27269032	100	23,201492	2307
27268103	27268512	219	1,890411	504
27268886	27269195	157	2,044304	390
27268988	27269088	55	1,909091	174
27269038	27269568	100	5,314286	640
27269471	27269682	115	1,860870	320
27269574	27270060	99	4,885714	584
27270065	27271434	100	13,528926	1213
27271062	27271274	115	1,869565	304
27271266	27271616	182	1,928571	558
27271438	27273165	100	17,321100	1869
27275599	27275736	53	2,603774	204
27275817	27275944	54	2,407408	152
27276523	27280249	98	37,519085	3395
27276523	27284674	200	41,022728	8057
27276523	27284674	300	27,368280	8082
27278090	27278440	182	1,928571	522
27280090	27280416	169	1,982249	427
27280254	27284674	100	44,130436	4683
27289835	27290066	62	3,738461	344
27289835	27290069	124	1,895161	398
27293781	27294085	144	2,158621	379
27294232	27294295	33	1,939394	101
27294492	27294628	59	2,322034	274
27298072	27298176	37	2,837838	210
27298473	27298647	66	2,671429	232
27301884	27301977	45	2,088889	170
27321308	27321409	3	34,000000	204
27322413	27322453	3	14,000000	75
27322492	27322532	3	13,666667	82
27324129	27324168	21	1,904762	80
27326233	27326282	25	2,040000	66
27328951	27329081	66	2,000000	203
27331339	27331392	11	4,714286	54
27332549	27332685	60	2,283333	256
27333067	27333123	21	2,954545	54
27333073	27333108	19	1,947368	56
27333095	27333135	19	2,157895	55
27334146	27334206	18	3,450000	67
27339087	27339264	92	1,934783	284
27339445	27339488	18	2,444444	70
27339526	27339700	85	2,046512	341
27339550	27339702	3	53,666668	169
27345351	27345406	26	2,192308	69
27345358	27345415	26	2,307692	93
27345501	27345551	27	1,962963	70
27349492	27349537	19	2,550000	62
27353802	27353960	42	3,755556	205
27356152	27356234	31	2,687500	114
27358074	27358135	31	2,000000	106
27358360	27358444	31	2,741935	152
27364865	27364897	11	3,000000	57
27367742	27367834	48	1,958333	152
27368320	27368374	23	2,434783	103
27381583	27381623	18	2,277778	73
27381734	27381800	34	1,970588	125
27382291	27382337	26	1,923077	73
27382304	27382398	24	3,846154	82
27382564	27382665	33	3,088235	134
27382564	27382681	33	3,558824	130
27384847	27385004	21	7,608696	144
27384861	27385006	65	2,307692	183
27384903	27385036	65	2,123077	159
27385020	27385142	21	5,818182	147
27385024	27385154	42	3,093023	190
27386009	27386040	13	2,615385	50
27387683	27387840	3	52,000000	298
27389512	27389568	25	2,280000	78
27393071	27393103	8	4,125000	66
27394977	27395175	94	2,117021	380
27396208	27396406	94	2,117021	380
27402389	27402589	106	1,943396	295
27402389	27402614	51	4,310345	195
27402889	27402929	17	2,470588	57
27403061	27403096	17	2,117647	63
27405669	27405708	19	2,105263	62
27405691	27405736	22	2,090909	56
27409030	27409545	257	2,007782	978
27409868	27409907	18	2,277778	64
27410053	27410300	124	2,008065	471
27416465	27416519	28	1,964286	83
27419513	27419555	21	2,047619	77
27424901	27424985	36	2,444444	122
27425211	27425311	52	1,942308	202
27425909	27425937	12	2,416667	58
27426076	27426104	12	2,416667	58
27426836	27426907	17	4,315790	94
27426839	27426907	36	1,972222	115
27426887	27426915	13	2,307692	51
27426923	27426985	16	3,500000	54
27426933	27427006	32	2,333333	96
27427764	27427816	25	2,120000	88
27427782	27427877	44	2,227273	124
27430695	27431171	120	3,962406	391
27433899	27433961	18	3,500000	83
27445353	27445425	31	2,354839	92
27449383	27449458	40	1,900000	143
27451603	27451675	31	2,354839	83
27456275	27456343	33	2,090909	138
27456275	27456327	7	6,666667	52
27456286	27456343	19	3,315789	72
27458177	27458277	50	2,060000	116
27459343	27459385	10	4,700000	58
27459343	27459374	16	2,000000	64
27460355	27460466	56	2,000000	206
27460862	27461196	171	1,982456	579
27462098	27462128	15	2,066667	62
27463129	27463191	31	2,096774	103
27464536	27464622	23	3,880000	65
27464568	27464648	30	2,750000	96
27464569	27464632	22	3,090909	64
27464601	27464646	15	3,066667	56
27464970	27465009	18	2,222222	53
27467908	27467947	20	2,100000	57
27469304	27469344	2	20,500000	82
27469344	27469370	2	13,500000	54
27470529	27470749	33	7,029412	295
27470587	27470747	89	1,831461	272
27470620	27470763	56	2,620690	179
27470779	27470988	40	5,243902	316
27471179	27471315	53	2,660377	156
27478629	27478679	2	25,500000	75
27479963	27480071	40	2,725000	209
27479972	27480044	17	3,875000	65
27483628	27483686	30	1,966667	100
27487703	27488099	128	3,090909	611
27492021	27492074	27	2,074074	67
27492032	27492125	36	2,648649	138
27492827	27493051	65	3,529412	228
27492865	27493032	66	2,575758	232
27496777	27497005	64	3,567164	257
27498713	27498748	11	3,545455	51
27502226	27502375	21	7,041667	113
27502232	27502404	43	4,066667	156
27502235	27502396	85	1,905882	225
27502299	27502402	21	4,913043	84
27503704	27503969	132	2,015152	514
27504896	27504980	25	3,400000	107
27506956	27507110	48	3,224490	193
27507133	27507218	22	3,956522	95
27507133	27507239	22	4,913043	92
27507138	27507239	45	2,333333	120
27507574	27507666	47	2,000000	170
27508559	27508613	23	2,541667	64
27508707	27508762	2	28,000000	112
27509233	27509291	2	29,500000	118
27512589	27512661	3	24,333334	137
27513079	27513151	3	24,333334	146
27513783	27513934	67	2,343284	179
27514069	27514121	12	4,133333	52
27516160	27516216	27	2,148148	62
27516246	27516297	18	2,888889	77
27520373	27520428	24	2,333333	112
27520373	27520441	24	2,875000	111
27525635	27525690	28	2,000000	103
27529530	27529578	26	2,038461	70
27529681	27529790	3	35,500000	175
27529756	27529799	7	6,250000	63
27538823	27539008	67	2,753425	198
27545064	27545316	40	6,317073	418
27545345	27545375	11	2,818182	53
27546713	27546782	3	23,333334	140
27550383	27550424	21	2,000000	75
27550383	27550437	21	2,714286	69
27554319	27554467	52	2,818182	174
27554563	27554647	41	2,073171	125
27557345	27557397	23	2,391304	56
27574447	27574873	177	2,439560	607
27574448	27574838	88	4,443299	388
27581460	27581501	17	2,470588	84
27583860	27583931	28	2,571429	126
27596731	27596761	15	2,133333	55
27596961	27597089	7	18,500000	170
27597122	27597972	384	2,274611	929
27597328	27597644	98	3,182692	348
27597415	27597913	273	1,857143	654
27597684	27598294	100	6,233010	536
27597880	27598250	188	1,984043	422
27598299	27598476	7	25,400000	184
27598667	27599147	100	4,825243	502
27598674	27599123	203	2,254902	592
27599379	27599566	102	1,882353	249
27599567	27599656	21	4,260870	69
27599569	27599641	21	3,458333	71
27600094	27600207	7	16,428572	140
27600245	27601036	304	2,636656	820
27601450	27601539	7	12,888889	85
27601535	27602662	200	5,654206	926
27601587	27602662	100	10,807340	911
27602721	27602781	7	8,714286	50
27602885	27603285	101	4,009709	436
27602898	27603270	203	1,866995	551
27603596	27603974	203	1,896552	464
27603609	27604001	99	3,932039	360
27604151	27605025	99	8,767241	601
27604151	27605025	197	4,375566	697
27604191	27604914	410	1,817073	914
27605078	27605401	99	3,228571	312
27605401	27605443	7	6,000000	61
27605402	27605443	15	2,866667	68
27605510	27605858	99	3,514019	366
27605581	27606598	348	2,924791	1237
27605616	27605902	100	2,867924	296
27606253	27608054	99	18,033058	1484
27608412	27609988	388	4,032787	1380
27608412	27609988	293	5,381818	1232
27608438	27609771	297	4,533951	1116
27608473	27609988	100	15,518182	1240
27609523	27609771	101	2,554456	282
27611896	27612042	3	48,200001	159
27612833	27612883	20	2,550000	75
27613209	27613275	27	2,481482	116
27614122	27614156	17	2,058824	52
27624750	27624778	14	2,142857	51
27624978	27625045	30	2,406250	74
27626305	27626425	18	6,722222	188
27626368	27626420	11	5,545455	50
27629187	27629249	28	2,250000	99
27631325	27631455	51	2,537037	181
27631699	27631749	25	2,120000	70
27632355	27632392	19	2,000000	67
27633834	27633881	8	6,250000	55
27633851	27633885	4	8,750000	70
27634654	27634826	93	1,892473	271
27638566	27638629	15	4,250000	76
27638575	27638663	19	4,666667	67
27638605	27638666	20	3,045455	63
27638962	27639120	48	3,312500	183
27639007	27639132	16	7,888889	103
27639041	27639136	48	2,000000	165
27639041	27639136	16	6,000000	111
27640347	27640394	23	2,086957	78
27643453	27643495	15	2,875000	52
27643476	27643621	65	2,276923	170
27643767	27643849	25	3,320000	94
27649773	27649828	25	2,320000	71
27649794	27649847	24	2,250000	81
27668916	27668958	14	3,133333	54
27669187	27669219	2	16,500000	66
27670429	27670655	69	3,270270	239
27670430	27670655	35	6,538462	214
27670430	27670627	35	5,750000	224
27670464	27670653	108	1,814815	275
27671445	27671851	206	1,975728	760
27671853	27671879	13	2,076923	54
27676708	27676734	13	2,076923	54
27677797	27677958	85	1,988235	203
27678883	27678910	4	7,000000	56
27678960	27679042	44	1,909091	150
27680674	27680799	49	2,640000	170
27681016	27681210	48	4,060000	214
27681060	27681187	22	5,466667	94
27681625	27681698	39	1,923077	132
27681625	27681707	39	2,175000	125
27688478	27688596	58	2,033898	229
27691249	27691299	24	2,125000	93
27694538	27694564	14	1,928571	54
27702331	27702456	59	2,186441	177
27703894	27703933	21	1,952381	55
27704275	27704309	18	1,944444	70
27704964	27705302	96	3,462264	333
27705011	27705277	95	2,774510	295
27705455	27705489	7	5,000000	52
27712357	27712605	106	2,361111	331
27712359	27712605	53	4,672727	327
27716844	27717000	47	3,340000	201
27716861	27716942	21	3,777778	62
27717184	27717304	48	2,530612	127
27718454	27718487	16	2,187500	52
27729732	27730128	199	2,000000	753
27729847	27729886	3	13,333333	80
27730046	27730085	3	13,333333	80
27730934	27731236	51	6,000000	311
27730934	27731236	102	3,000000	322
27742207	27742251	14	3,266667	58
27742220	27742251	5	6,600000	57
27743657	27743692	19	1,947368	65
27748250	27748317	35	1,942857	136
27750295	27750485	61	3,107692	226
27752430	27752470	21	2,000000	57
27753646	27753708	26	2,538461	78
27754672	27754711	21	1,904762	80
27758978	27759011	16	2,187500	52
27773590	27773868	40	7,272727	295
27773590	27773868	79	3,658537	314
27773657	27773868	111	1,963964	310
27773696	27773836	69	2,057971	203
27773736	27773799	29	2,206897	101
27775139	27775226	26	3,333333	113
27782285	27782318	18	1,944444	52
27787719	27787767	17	2,888889	55
27789357	27789492	41	3,325581	195
27789507	27789559	22	2,409091	79
27790933	27790998	18	3,666667	87
27792053	27792131	18	4,555555	56
27794231	27794266	18	2,055556	56
27794873	27795029	78	2,064103	232
27795788	27795814	7	3,857143	54
27801340	27801381	21	2,000000	84
27803998	27804067	32	2,272727	74
27808086	27808134	21	2,428571	57
27808511	27808552	12	3,692308	54
27808516	27808558	22	1,954545	77
27808661	27808815	66	2,397059	183
27808661	27808844	64	2,852941	201
27808874	27808906	9	3,666667	57
27809201	27809250	25	2,000000	64
27809213	27809653	51	8,634615	702
27809718	27810031	51	6,132075	441
27809729	27810031	26	11,814815	242
27810397	27810579	71	2,594594	255
27814298	27814352	15	3,666667	83
27819165	27819417	69	3,635135	273
27822413	27822561	3	50,000000	255
27822992	27823034	22	1,954545	68
27823122	27823323	64	3,119403	208
27823699	27823849	47	3,204082	234
27823787	27823822	18	2,055556	56
27824248	27824275	14	2,000000	56
27824879	27824919	7	5,875000	50
27824882	27824910	2	14,500000	58
27828037	27828095	10	5,466667	57
27828039	27828092	7	7,875000	58
27833218	27833262	24	1,916667	65
27833977	27834090	54	2,111111	165
27835605	27835651	24	1,958333	85
