ENTREZID,"GENENAME","SYMBOL","ONTOLOGY","GO","CHR"
101515096,"3-ketoacyl-CoA synthase 11","LOC101515096","BP","GO:0006633","Ca4"
101503067,"zinc finger MYM-type protein 1-like","LOC101503067",NA,NA,"Ca4"
101515418,"protein EXORDIUM-like 5","LOC101515418",NA,NA,"Ca4"
101515752,"uncharacterized LOC101515752","LOC101515752",NA,NA,"Ca4"
101492979,"uncharacterized LOC101492979","LOC101492979",NA,NA,"Ca4"
113786251,"protein MAIN-LIKE 1-like","LOC113786251",NA,NA,"Ca4"
113786252,"uncharacterized LOC113786252","LOC113786252",NA,NA,"Ca4"
101507598,"alkane hydroxylase MAH1","LOC101507598",NA,NA,"Ca4"
101500334,"DNA mismatch repair protein MSH1, mitochondrial-like","LOC101500334",NA,NA,"Ca4"
101488733,"pyruvate kinase isozyme A, chloroplastic","LOC101488733","MF","GO:0016301","Ca4"
101488733,"pyruvate kinase isozyme A, chloroplastic","LOC101488733","MF","GO:0000287","Ca4"
101488733,"pyruvate kinase isozyme A, chloroplastic","LOC101488733","MF","GO:0030955","Ca4"
101488733,"pyruvate kinase isozyme A, chloroplastic","LOC101488733","MF","GO:0004743","Ca4"
101508230,"protein SMAX1-LIKE 3-like","LOC101508230","BP","GO:0019538","Ca4"
101508552,"probable L-type lectin-domain containing receptor kinase S.5","LOC101508552",NA,NA,"Ca4"
113786182,"uncharacterized LOC113786182","LOC113786182",NA,NA,"Ca4"
101500535,"uricase-2 isozyme 1-like","LOC101500535","CC","GO:0005777","Ca4"
101500535,"uricase-2 isozyme 1-like","LOC101500535","MF","GO:0004846","Ca4"
101500535,"uricase-2 isozyme 1-like","LOC101500535","BP","GO:0006144","Ca4"
101500535,"uricase-2 isozyme 1-like","LOC101500535","BP","GO:0019628","Ca4"
101489066,"chromatin modification-related protein MEAF6-like","LOC101489066","CC","GO:0000123","Ca4"
101489066,"chromatin modification-related protein MEAF6-like","LOC101489066","BP","GO:0016573","Ca4"
101501376,"uncharacterized LOC101501376","LOC101501376","CC","GO:0016020","Ca4"
101501376,"uncharacterized LOC101501376","LOC101501376","MF","GO:0008375","Ca4"
113786191,"uncharacterized LOC113786191","LOC113786191",NA,NA,"Ca4"
101501692,"ubiquitin carboxyl-terminal hydrolase 12-like","LOC101501692","MF","GO:0036459","Ca4"
101501692,"ubiquitin carboxyl-terminal hydrolase 12-like","LOC101501692","BP","GO:0016579","Ca4"
101501692,"ubiquitin carboxyl-terminal hydrolase 12-like","LOC101501692","BP","GO:0006511","Ca4"
101491126,"ADP-ribosylation factor-like protein 5","LOC101491126","MF","GO:0005525","Ca4"
101491654,"2-methyl-6-phytyl-1,4-hydroquinone methyltransferase, chloroplastic-like","LOC101491654","CC","GO:0016021","Ca4"
101491654,"2-methyl-6-phytyl-1,4-hydroquinone methyltransferase, chloroplastic-like","LOC101491654","MF","GO:0008168","Ca4"
101491654,"2-methyl-6-phytyl-1,4-hydroquinone methyltransferase, chloroplastic-like","LOC101491654","BP","GO:0032259","Ca4"
101508869,"uncharacterized LOC101508869","LOC101508869",NA,NA,"Ca4"
113786336,"uncharacterized LOC113786336","LOC113786336",NA,NA,"Ca4"
101490921,"uncharacterized LOC101490921","LOC101490921",NA,NA,"Ca4"
101491964,"guanine nucleotide-binding protein subunit gamma 2","LOC101491964","BP","GO:0007186","Ca4"
101502238,"calcium-dependent protein kinase 1-like","LOC101502238","MF","GO:0005524","Ca4"
101502238,"calcium-dependent protein kinase 1-like","LOC101502238","MF","GO:0005509","Ca4"
101502238,"calcium-dependent protein kinase 1-like","LOC101502238","MF","GO:0004672","Ca4"
101492298,"calmodulin-like protein 11","LOC101492298","MF","GO:0005509","Ca4"
101492634,"uncharacterized LOC101492634","LOC101492634",NA,NA,"Ca4"
101503397,"DNA mismatch repair protein MSH1, mitochondrial-like","LOC101503397",NA,NA,"Ca4"
101510473,"F-box/kelch-repeat protein At3g23880-like","LOC101510473",NA,NA,"Ca4"
101510699,"histone-lysine N-methyltransferase 2D-like","LOC101510699","MF","GO:0008168","Ca4"
101510699,"histone-lysine N-methyltransferase 2D-like","LOC101510699","BP","GO:0032259","Ca4"
101505862,"uncharacterized LOC101505862","LOC101505862",NA,NA,"Ca4"
101503730,"nuclear pore complex protein NUP1-like","LOC101503730",NA,NA,"Ca4"
101504698,"putative B3 domain-containing protein At1g78640","LOC101504698","CC","GO:0005634","Ca4"
101504698,"putative B3 domain-containing protein At1g78640","LOC101504698","MF","GO:0003677","Ca4"
101505023,"sucrose-phosphatase 1-like","LOC101505023","MF","GO:0000287","Ca4"
101505023,"sucrose-phosphatase 1-like","LOC101505023","MF","GO:0050307","Ca4"
101505023,"sucrose-phosphatase 1-like","LOC101505023","BP","GO:0005986","Ca4"
113786286,"uncharacterized LOC113786286","LOC113786286",NA,NA,"Ca4"
101492967,"protein YLS7-like","LOC101492967","CC","GO:0016021","Ca4"
101511124,"glycerol-3-phosphate 2-O-acyltransferase 6-like","LOC101511124","CC","GO:0016021","Ca4"
101511124,"glycerol-3-phosphate 2-O-acyltransferase 6-like","LOC101511124","MF","GO:0016746","Ca4"
101493506,"65-kDa microtubule-associated protein 3-like","LOC101493506","MF","GO:0008017","Ca4"
101493506,"65-kDa microtubule-associated protein 3-like","LOC101493506","BP","GO:0000226","Ca4"
113786096,"uncharacterized LOC113786096","LOC113786096",NA,NA,"Ca4"
113786097,"L10-interacting MYB domain-containing protein-like","LOC113786097",NA,NA,"Ca4"
101505344,"putative lipase YOR059C","LOC101505344",NA,NA,"Ca4"
101502541,"probable histone H2B.3-like","LOC101502541","CC","GO:0000786","Ca4"
101502541,"probable histone H2B.3-like","LOC101502541","CC","GO:0005634","Ca4"
101502541,"probable histone H2B.3-like","LOC101502541","MF","GO:0003677","Ca4"
101502541,"probable histone H2B.3-like","LOC101502541","MF","GO:0046982","Ca4"
101493820,"AT-hook motif nuclear-localized protein 6-like","LOC101493820","MF","GO:0003680","Ca4"
101505675,"ethylene-responsive transcription factor ERF107-like","LOC101505675","CC","GO:0005634","Ca4"
101505675,"ethylene-responsive transcription factor ERF107-like","LOC101505675","MF","GO:0003677","Ca4"
101505675,"ethylene-responsive transcription factor ERF107-like","LOC101505675","MF","GO:0003700","Ca4"
113786285,"uncharacterized LOC113786285","LOC113786285",NA,NA,"Ca4"
113786262,"uncharacterized LOC113786262","LOC113786262",NA,NA,"Ca4"
101494363,"uncharacterized protein At2g17340-like","LOC101494363",NA,NA,"Ca4"
101494672,"uncharacterized protein At2g17340-like","LOC101494672",NA,NA,"Ca4"
113786321,"uncharacterized LOC113786321","LOC113786321",NA,NA,"Ca4"
113786135,"50S ribosomal protein L22, chloroplastic-like","LOC113786135",NA,NA,"Ca4"
101513381,"pentatricopeptide repeat-containing protein At5g56310","LOC101513381",NA,NA,"Ca4"
101513695,"uncharacterized LOC101513695","LOC101513695",NA,NA,"Ca4"
101514030,"cellulose synthase-like protein D4","LOC101514030","CC","GO:0016021","Ca4"
101514030,"cellulose synthase-like protein D4","LOC101514030","MF","GO:0016760","Ca4"
101514030,"cellulose synthase-like protein D4","LOC101514030","BP","GO:0071555","Ca4"
101514030,"cellulose synthase-like protein D4","LOC101514030","BP","GO:0030244","Ca4"
101514359,"cellulose synthase-like protein D4","LOC101514359","CC","GO:0016021","Ca4"
101514359,"cellulose synthase-like protein D4","LOC101514359","MF","GO:0016760","Ca4"
101514359,"cellulose synthase-like protein D4","LOC101514359","BP","GO:0071555","Ca4"
101514359,"cellulose synthase-like protein D4","LOC101514359","BP","GO:0030244","Ca4"
101515014,"probable uridine nucleosidase 2","LOC101515014",NA,NA,"Ca4"
113786102,"uncharacterized LOC113786102","LOC113786102",NA,NA,"Ca4"
101515338,"phytochrome-associated serine/threonine-protein phosphatase","LOC101515338","MF","GO:0004721","Ca4"
101494991,"uncharacterized LOC101494991","LOC101494991",NA,NA,"Ca4"
101495315,"probable leucine-rich repeat receptor-like protein kinase At5g63930","LOC101495315","CC","GO:0016021","Ca4"
101495315,"probable leucine-rich repeat receptor-like protein kinase At5g63930","LOC101495315","MF","GO:0005524","Ca4"
101495315,"probable leucine-rich repeat receptor-like protein kinase At5g63930","LOC101495315","MF","GO:0004672","Ca4"
101495641,"uncharacterized protein ycf45","LOC101495641","MF","GO:0005524","Ca4"
101496187,"reticuline oxidase-like","LOC101496187","MF","GO:0071949","Ca4"
101496187,"reticuline oxidase-like","LOC101496187","MF","GO:0016491","Ca4"
101496517,"uncharacterized LOC101496517","LOC101496517",NA,NA,"Ca4"
101496851,"probable fructokinase-5","LOC101496851","MF","GO:0016301","Ca4"
101496851,"probable fructokinase-5","LOC101496851","MF","GO:0016773","Ca4"
101497389,"22.7 kDa class IV heat shock protein","LOC101497389",NA,NA,"Ca4"
101497722,"uncharacterized hydrolase YugF","LOC101497722",NA,NA,"Ca4"
101515665,"uncharacterized LOC101515665","LOC101515665",NA,NA,"Ca4"
101488420,"pentatricopeptide repeat-containing protein At5g16860","LOC101488420","MF","GO:0008270","Ca4"
101498045,"PHD finger protein At1g33420-like","LOC101498045","MF","GO:0046872","Ca4"
101507802,"F-box/kelch-repeat protein At3g06240-like","LOC101507802",NA,NA,"Ca4"
101488753,"protein ASPARTIC PROTEASE IN GUARD CELL 2","LOC101488753","MF","GO:0004190","Ca4"
101489300,"probable protein arginine N-methyltransferase 6","LOC101489300","MF","GO:0008168","Ca4"
101489300,"probable protein arginine N-methyltransferase 6","LOC101489300","BP","GO:0006479","Ca4"
101489624,"aminoacylase-1","LOC101489624","CC","GO:0005737","Ca4"
101489624,"aminoacylase-1","LOC101489624","MF","GO:0004046","Ca4"
101489624,"aminoacylase-1","LOC101489624","MF","GO:0008237","Ca4"
101489624,"aminoacylase-1","LOC101489624","BP","GO:0006520","Ca4"
101490166,"nuclear transcription factor Y subunit B-1-like","LOC101490166","CC","GO:0005634","Ca4"
101490166,"nuclear transcription factor Y subunit B-1-like","LOC101490166","MF","GO:0046982","Ca4"
101490166,"nuclear transcription factor Y subunit B-1-like","LOC101490166","MF","GO:0043565","Ca4"
101490166,"nuclear transcription factor Y subunit B-1-like","LOC101490166","BP","GO:0006355","Ca4"
101502855,"nuclear pore complex protein NUP214","LOC101502855",NA,NA,"Ca4"
101495231,"endoglucanase 14-like","LOC101495231","MF","GO:0008810","Ca4"
101495231,"endoglucanase 14-like","LOC101495231","BP","GO:0030245","Ca4"
101498384,"peroxidase 47","LOC101498384","CC","GO:0005576","Ca4"
101498384,"peroxidase 47","LOC101498384","MF","GO:0020037","Ca4"
101498384,"peroxidase 47","LOC101498384","MF","GO:0046872","Ca4"
101498384,"peroxidase 47","LOC101498384","MF","GO:0004601","Ca4"
101498384,"peroxidase 47","LOC101498384","BP","GO:0042744","Ca4"
101498384,"peroxidase 47","LOC101498384","BP","GO:0006979","Ca4"
101490489,"RNA helicase aquarius","LOC101490489","CC","GO:0005681","Ca4"
101490489,"RNA helicase aquarius","LOC101490489","MF","GO:0004386","Ca4"
101490489,"RNA helicase aquarius","LOC101490489","BP","GO:0000398","Ca4"
101498725,"zinc-finger homeodomain protein 4-like","LOC101498725","MF","GO:0003677","Ca4"
101490814,"type IV inositol polyphosphate 5-phosphatase 9-like","LOC101490814","MF","GO:0016787","Ca4"
101490814,"type IV inositol polyphosphate 5-phosphatase 9-like","LOC101490814","BP","GO:0046856","Ca4"
101491140,"cyclin-J18","LOC101491140",NA,NA,"Ca4"
101499047,"extradiol ring-cleavage dioxygenase-like","LOC101499047","MF","GO:0051213","Ca4"
101499047,"extradiol ring-cleavage dioxygenase-like","LOC101499047","MF","GO:0008198","Ca4"
101499047,"extradiol ring-cleavage dioxygenase-like","LOC101499047","MF","GO:0016701","Ca4"
101499047,"extradiol ring-cleavage dioxygenase-like","LOC101499047","MF","GO:0008270","Ca4"
101499047,"extradiol ring-cleavage dioxygenase-like","LOC101499047","BP","GO:0006725","Ca4"
101491448,"65-kDa microtubule-associated protein 6","LOC101491448","MF","GO:0008017","Ca4"
101491448,"65-kDa microtubule-associated protein 6","LOC101491448","BP","GO:0000226","Ca4"
101506181,"ribosomal lysine N-methyltransferase 3","LOC101506181",NA,NA,"Ca4"
101491762,"uncharacterized LOC101491762","LOC101491762",NA,NA,"Ca4"
113786289,"importin-5-like","LOC113786289",NA,NA,"Ca4"
101492317,"myosin-1-like","LOC101492317","CC","GO:0016459","Ca4"
101492317,"myosin-1-like","LOC101492317","MF","GO:0051015","Ca4"
101492317,"myosin-1-like","LOC101492317","MF","GO:0005524","Ca4"
101492317,"myosin-1-like","LOC101492317","MF","GO:0003774","Ca4"
101499360,"zinc finger CCCH domain-containing protein 13-like","LOC101499360","BP","GO:0016575","Ca4"
101492647,"peroxidase 5-like","LOC101492647","CC","GO:0005576","Ca4"
101492647,"peroxidase 5-like","LOC101492647","MF","GO:0020037","Ca4"
101492647,"peroxidase 5-like","LOC101492647","MF","GO:0046872","Ca4"
101492647,"peroxidase 5-like","LOC101492647","MF","GO:0004601","Ca4"
101492647,"peroxidase 5-like","LOC101492647","BP","GO:0042744","Ca4"
101492647,"peroxidase 5-like","LOC101492647","BP","GO:0006979","Ca4"
113786149,"uncharacterized LOC113786149","LOC113786149",NA,NA,"Ca4"
101492981,"transcription factor TCP7-like","LOC101492981","MF","GO:0003700","Ca4"
101493313,"transcription factor TCP7-like","LOC101493313","MF","GO:0003700","Ca4"
101499862,"uncharacterized LOC101499862","LOC101499862",NA,NA,"Ca4"
101501280,"uncharacterized LOC101501280","LOC101501280",NA,NA,"Ca4"
113786478,"transfer RNA isoleucine (anticodon AAU)","TRNAI-AAU",NA,NA,"Ca4"
101500208,"uncharacterized LOC101500208","LOC101500208",NA,NA,"Ca4"
101500197,"uncharacterized LOC101500197","LOC101500197",NA,NA,"Ca4"
101497408,"putative pentatricopeptide repeat-containing protein At1g12700, mitochondrial","LOC101497408",NA,NA,"Ca4"
101497199,"AUGMIN subunit 3","LOC101497199","CC","GO:0070652","Ca4"
101497199,"AUGMIN subunit 3","LOC101497199","BP","GO:0051225","Ca4"
101497530,"WAT1-related protein At3g30340-like","LOC101497530","CC","GO:0016021","Ca4"
101497530,"WAT1-related protein At3g30340-like","LOC101497530","MF","GO:0022857","Ca4"
101497946,"uncharacterized LOC101497946","LOC101497946",NA,NA,"Ca4"
101500959,"protein TRANSPARENT TESTA 16","LOC101500959","CC","GO:0005634","Ca4"
101500959,"protein TRANSPARENT TESTA 16","LOC101500959","MF","GO:0003700","Ca4"
101500959,"protein TRANSPARENT TESTA 16","LOC101500959","MF","GO:0046983","Ca4"
101500959,"protein TRANSPARENT TESTA 16","LOC101500959","MF","GO:0000977","Ca4"
101500959,"protein TRANSPARENT TESTA 16","LOC101500959","BP","GO:0045944","Ca4"
101500959,"protein TRANSPARENT TESTA 16","LOC101500959","BP","GO:0048316","Ca4"
101500735,"eukaryotic translation initiation factor 6-2","LOC101500735","CC","GO:0005737","Ca4"
101500735,"eukaryotic translation initiation factor 6-2","LOC101500735","CC","GO:0005730","Ca4"
101500735,"eukaryotic translation initiation factor 6-2","LOC101500735","MF","GO:0043023","Ca4"
101500735,"eukaryotic translation initiation factor 6-2","LOC101500735","MF","GO:0043022","Ca4"
101500735,"eukaryotic translation initiation factor 6-2","LOC101500735","MF","GO:0003743","Ca4"
101500735,"eukaryotic translation initiation factor 6-2","LOC101500735","BP","GO:0042256","Ca4"
101500735,"eukaryotic translation initiation factor 6-2","LOC101500735","BP","GO:0042273","Ca4"
101498272,"elongation factor-like GTPase 1","LOC101498272","MF","GO:0005525","Ca4"
101498272,"elongation factor-like GTPase 1","LOC101498272","MF","GO:0003924","Ca4"
101498272,"elongation factor-like GTPase 1","LOC101498272","MF","GO:0003746","Ca4"
101498609,"protein MOS2","LOC101498609","MF","GO:0003676","Ca4"
101502558,"lysine-specific demethylase JMJ706-like","LOC101502558",NA,NA,"Ca4"
101499169,"chaperone protein dnaJ C76, chloroplastic","LOC101499169","CC","GO:0016021","Ca4"
105851181,"pentatricopeptide repeat-containing protein At2g35030, mitochondrial","LOC105851181",NA,NA,"Ca4"
101499486,"uncharacterized LOC101499486","LOC101499486",NA,NA,"Ca4"
101499787,"abscisic acid 8'-hydroxylase 2-like","LOC101499787","MF","GO:0020037","Ca4"
101499787,"abscisic acid 8'-hydroxylase 2-like","LOC101499787","MF","GO:0005506","Ca4"
101499787,"abscisic acid 8'-hydroxylase 2-like","LOC101499787","MF","GO:0004497","Ca4"
101499787,"abscisic acid 8'-hydroxylase 2-like","LOC101499787","MF","GO:0016705","Ca4"
101502871,"uncharacterized LOC101502871","LOC101502871","MF","GO:0003676","Ca4"
101502871,"uncharacterized LOC101502871","LOC101502871","BP","GO:0015074","Ca4"
101501044,"uncharacterized LOC101501044","LOC101501044",NA,NA,"Ca4"
101503517,"uncharacterized LOC101503517","LOC101503517",NA,NA,"Ca4"
101500107,"uncharacterized protein At5g23160","LOC101500107","CC","GO:0016021","Ca4"
101504167,"uncharacterized LOC101504167","LOC101504167",NA,NA,"Ca4"
101508122,"pentatricopeptide repeat-containing protein At5g08305-like","LOC101508122",NA,NA,"Ca4"
101509279,"uncharacterized LOC101509279","LOC101509279",NA,NA,"Ca4"
101513385,"uncharacterized LOC101513385","LOC101513385",NA,NA,"Ca4"
101510361,"CAX-interacting protein 4-like","LOC101510361","MF","GO:0003676","Ca4"
101510361,"CAX-interacting protein 4-like","LOC101510361","MF","GO:0008270","Ca4"
105851981,"uncharacterized LOC105851981","LOC105851981",NA,NA,"Ca4"
101510689,"uncharacterized LOC101510689","LOC101510689","CC","GO:0016021","Ca4"
105851980,"uncharacterized LOC105851980","LOC105851980","CC","GO:0016021","Ca4"
101499994,"uncharacterized LOC101499994","LOC101499994","CC","GO:0016021","Ca4"
101500335,"purine permease 21-like","LOC101500335",NA,NA,"Ca4"
101504492,"zinc transporter 11-like","LOC101504492","CC","GO:0016021","Ca4"
101504492,"zinc transporter 11-like","LOC101504492","MF","GO:0046873","Ca4"
105851985,"pentatricopeptide repeat-containing protein At2g44880-like","LOC105851985",NA,NA,"Ca4"
101505024,"50S ribosomal protein L19, chloroplastic-like","LOC101505024","CC","GO:0000275","Ca4"
101505024,"50S ribosomal protein L19, chloroplastic-like","LOC101505024","CC","GO:0005840","Ca4"
101505024,"50S ribosomal protein L19, chloroplastic-like","LOC101505024","MF","GO:0005524","Ca4"
101505024,"50S ribosomal protein L19, chloroplastic-like","LOC101505024","MF","GO:0016887","Ca4"
101505024,"50S ribosomal protein L19, chloroplastic-like","LOC101505024","MF","GO:0003735","Ca4"
101505024,"50S ribosomal protein L19, chloroplastic-like","LOC101505024","BP","GO:0006754","Ca4"
101505024,"50S ribosomal protein L19, chloroplastic-like","LOC101505024","BP","GO:0006412","Ca4"
101505345,"DNA-dependent metalloprotease WSS1","LOC101505345","MF","GO:0046872","Ca4"
101505345,"DNA-dependent metalloprotease WSS1","LOC101505345","MF","GO:0008237","Ca4"
105851987,"uncharacterized LOC105851987","LOC105851987",NA,NA,"Ca4"
105851986,"uncharacterized LOC105851986","LOC105851986",NA,NA,"Ca4"
101500960,"uncharacterized LOC101500960","LOC101500960","CC","GO:0016021","Ca4"
101508540,"putative F-box/LRR-repeat protein At3g49150","LOC101508540",NA,NA,"Ca4"
101506417,"cellulose synthase-like protein E1","LOC101506417","CC","GO:0016021","Ca4"
101506417,"cellulose synthase-like protein E1","LOC101506417","MF","GO:0016760","Ca4"
101506417,"cellulose synthase-like protein E1","LOC101506417","BP","GO:0071555","Ca4"
101506417,"cellulose synthase-like protein E1","LOC101506417","BP","GO:0030244","Ca4"
101514785,"uncharacterized LOC101514785","LOC101514785",NA,NA,"Ca4"
101506743,"WEB family protein At5g55860-like","LOC101506743",NA,NA,"Ca4"
101507505,"SEC14 cytosolic factor","LOC101507505",NA,NA,"Ca4"
101511007,"FBD-associated F-box protein At3g52670-like","LOC101511007",NA,NA,"Ca4"
101507815,"DNA-directed RNA polymerases I and III subunit RPAC1-like","LOC101507815","MF","GO:0003677","Ca4"
101507815,"DNA-directed RNA polymerases I and III subunit RPAC1-like","LOC101507815","MF","GO:0003899","Ca4"
101507815,"DNA-directed RNA polymerases I and III subunit RPAC1-like","LOC101507815","MF","GO:0046983","Ca4"
101507815,"DNA-directed RNA polymerases I and III subunit RPAC1-like","LOC101507815","BP","GO:0006351","Ca4"
101508134,"probable 28S rRNA (cytosine-C(5))-methyltransferase","LOC101508134","MF","GO:0003723","Ca4"
101508134,"probable 28S rRNA (cytosine-C(5))-methyltransferase","LOC101508134","MF","GO:0008757","Ca4"
101508134,"probable 28S rRNA (cytosine-C(5))-methyltransferase","LOC101508134","BP","GO:0032259","Ca4"
101508134,"probable 28S rRNA (cytosine-C(5))-methyltransferase","LOC101508134","BP","GO:0006364","Ca4"
101501599,"coiled-coil domain-containing protein 22","LOC101501599",NA,NA,"Ca4"
101511755,"probable mitochondrial import inner membrane translocase subunit TIM21","LOC101511755","CC","GO:0016021","Ca4"
101511755,"probable mitochondrial import inner membrane translocase subunit TIM21","LOC101511755","CC","GO:0005744","Ca4"
101511755,"probable mitochondrial import inner membrane translocase subunit TIM21","LOC101511755","BP","GO:0030150","Ca4"
101508668,"ABC transporter G family member 26-like","LOC101508668","CC","GO:0016021","Ca4"
101508668,"ABC transporter G family member 26-like","LOC101508668","MF","GO:0005524","Ca4"
101508668,"ABC transporter G family member 26-like","LOC101508668","MF","GO:0016887","Ca4"
101508986,"uncharacterized LOC101508986","LOC101508986","CC","GO:0016021","Ca4"
101509518,"E3 ubiquitin-protein ligase At4g11680","LOC101509518",NA,NA,"Ca4"
101501910,"chaperone protein ClpC1, chloroplastic-like","LOC101501910",NA,NA,"Ca4"
113783924,"ATP-dependent Clp protease ATP-binding subunit ClpA homolog CD4A, chloroplastic-like","LOC113783924",NA,NA,"Ca4"
101502240,"uncharacterized LOC101502240","LOC101502240",NA,NA,"Ca4"
101509841,"probable pre-mRNA-splicing factor ATP-dependent RNA helicase DEAH5","LOC101509841","MF","GO:0005524","Ca4"
101509841,"probable pre-mRNA-splicing factor ATP-dependent RNA helicase DEAH5","LOC101509841","MF","GO:0004386","Ca4"
101509841,"probable pre-mRNA-splicing factor ATP-dependent RNA helicase DEAH5","LOC101509841","MF","GO:0003676","Ca4"
101502559,"uncharacterized LOC101502559","LOC101502559",NA,NA,"Ca4"
101511656,"protein YELLOW LEAF 1, choloroplastic-like","LOC101511656",NA,NA,"Ca4"
101511978,"uncharacterized LOC101511978","LOC101511978",NA,NA,"Ca4"
113786287,"uncharacterized mitochondrial protein AtMg00810-like","LOC113786287",NA,NA,"Ca4"
101512294,"uncharacterized LOC101512294","LOC101512294",NA,NA,"Ca4"
101503199,"tobamovirus multiplication protein 3-like","LOC101503199","CC","GO:0016021","Ca4"
101513359,"testis-expressed protein 2-like","LOC101513359","CC","GO:0016021","Ca4"
101513359,"testis-expressed protein 2-like","LOC101513359","MF","GO:0008289","Ca4"
101513359,"testis-expressed protein 2-like","LOC101513359","BP","GO:0006869","Ca4"
101512527,"pentatricopeptide repeat-containing protein At5g13770, chloroplastic-like","LOC101512527",NA,NA,"Ca4"
101503518,"CASP-like protein 1C1","LOC101503518","CC","GO:0016021","Ca4"
101503518,"CASP-like protein 1C1","LOC101503518","CC","GO:0005886","Ca4"
101503855,"putative clathrin assembly protein At1g25240","LOC101503855","CC","GO:0030136","Ca4"
101503855,"putative clathrin assembly protein At1g25240","LOC101503855","CC","GO:0016021","Ca4"
101503855,"putative clathrin assembly protein At1g25240","LOC101503855","MF","GO:0005545","Ca4"
101503855,"putative clathrin assembly protein At1g25240","LOC101503855","MF","GO:0030276","Ca4"
101503855,"putative clathrin assembly protein At1g25240","LOC101503855","BP","GO:0048268","Ca4"
101504168,"uncharacterized LOC101504168","LOC101504168",NA,NA,"Ca4"
101512838,"pentatricopeptide repeat-containing protein At5g39710","LOC101512838",NA,NA,"Ca4"
101504493,"agamous-like MADS-box protein AGL80","LOC101504493",NA,NA,"Ca4"
101513035,"alpha-galactosidase-like","LOC101513035","MF","GO:0052692","Ca4"
101513035,"alpha-galactosidase-like","LOC101513035","BP","GO:0005975","Ca4"
101513382,"armadillo repeat-containing protein 6","LOC101513382",NA,NA,"Ca4"
101513696,"serine/threonine-protein kinase SRK2E","LOC101513696","MF","GO:0005524","Ca4"
101513696,"serine/threonine-protein kinase SRK2E","LOC101513696","MF","GO:0004674","Ca4"
101514031,"uncharacterized LOC101514031","LOC101514031","CC","GO:0016021","Ca4"
101514584,"probable N-acetyl-gamma-glutamyl-phosphate reductase, chloroplastic","LOC101514584","MF","GO:0003942","Ca4"
101514584,"probable N-acetyl-gamma-glutamyl-phosphate reductase, chloroplastic","LOC101514584","MF","GO:0051287","Ca4"
101514584,"probable N-acetyl-gamma-glutamyl-phosphate reductase, chloroplastic","LOC101514584","MF","GO:0046983","Ca4"
101514584,"probable N-acetyl-gamma-glutamyl-phosphate reductase, chloroplastic","LOC101514584","BP","GO:0006526","Ca4"
101504807,"gibberellin 20 oxidase 2-like","LOC101504807",NA,NA,"Ca4"
101514908,"protein DMR6-LIKE OXYGENASE 2-like","LOC101514908","MF","GO:0046872","Ca4"
101514908,"protein DMR6-LIKE OXYGENASE 2-like","LOC101514908","MF","GO:0016491","Ca4"
101515231,"uncharacterized LOC101515231","LOC101515231",NA,NA,"Ca4"
101513679,"probable aquaporin TIP-type alpha","LOC101513679","CC","GO:0016021","Ca4"
101513679,"probable aquaporin TIP-type alpha","LOC101513679","MF","GO:0015267","Ca4"
101515557,"pollen-specific leucine-rich repeat extensin-like protein 3","LOC101515557",NA,NA,"Ca4"
101488311,"uncharacterized LOC101488311","LOC101488311",NA,NA,"Ca4"
101514012,"UPF0426 protein At1g28150, chloroplastic","LOC101514012",NA,NA,"Ca4"
101488634,"B3 domain-containing transcription factor VRN1-like","LOC101488634","CC","GO:0005634","Ca4"
101488634,"B3 domain-containing transcription factor VRN1-like","LOC101488634","MF","GO:0003677","Ca4"
101488973,"uncharacterized LOC101488973","LOC101488973",NA,NA,"Ca4"
101514344,"NDR1/HIN1-like protein 6","LOC101514344","CC","GO:0016021","Ca4"
101489625,"extra-large guanine nucleotide-binding protein 1-like","LOC101489625","MF","GO:0031683","Ca4"
101489625,"extra-large guanine nucleotide-binding protein 1-like","LOC101489625","MF","GO:0005525","Ca4"
101489625,"extra-large guanine nucleotide-binding protein 1-like","LOC101489625","MF","GO:0003924","Ca4"
101489625,"extra-large guanine nucleotide-binding protein 1-like","LOC101489625","BP","GO:0007186","Ca4"
101514671,"coiled-coil domain-containing protein 12","LOC101514671",NA,NA,"Ca4"
113786501,"transfer RNA tryptophan (anticodon CCA)","TRNAW-CCA",NA,NA,"Ca4"
101490167,"allene oxide synthase 3-like","LOC101490167","MF","GO:0020037","Ca4"
101490167,"allene oxide synthase 3-like","LOC101490167","MF","GO:0005506","Ca4"
101490167,"allene oxide synthase 3-like","LOC101490167","MF","GO:0004497","Ca4"
101490167,"allene oxide synthase 3-like","LOC101490167","MF","GO:0016705","Ca4"
101490490,"long chain acyl-CoA synthetase 2-like","LOC101490490","MF","GO:0003824","Ca4"
113786140,"uncharacterized LOC113786140","LOC113786140",NA,NA,"Ca4"
101515213,"uncharacterized LOC101515213","LOC101515213",NA,NA,"Ca4"
101491038,"uncharacterized LOC101491038","LOC101491038","BP","GO:0035556","Ca4"
101491351,"pyridine nucleotide-disulfide oxidoreductase domain-containing protein 2-like","LOC101491351",NA,NA,"Ca4"
113786488,"transfer RNA glutamine (anticodon CUG)","TRNAQ-CUG",NA,NA,"Ca4"
101492086,"UPF0496 protein At4g34320-like","LOC101492086","CC","GO:0016021","Ca4"
101492430,"cell division control protein 48 homolog C-like","LOC101492430","MF","GO:0005524","Ca4"
